,T,moneyness,implied_volatility
5514,25,0.8790700364351397,0.272
5518,25,0.8906367474408652,0.2574
5522,25,0.8929500896420104,0.2543
5526,25,0.8975767740443006,0.2488
5530,25,0.9022034584465908,0.2434
5534,25,0.906830142848881,0.2383
5538,25,0.9114568272511712,0.233
5542,25,0.9137701694523163,0.2313
5546,25,0.9160835116534614,0.2283
5550,25,0.9207101960557516,0.2236
5554,25,0.9253368804580419,0.2189
5558,25,0.929963564860332,0.2148
5562,25,0.9345902492626222,0.2102
5566,25,0.9369035914637673,0.2084
5570,25,0.9392169336649124,0.2063
5574,25,0.9438436180672026,0.202
5578,25,0.9461569602683477,0.2002
5582,25,0.9484703024694928,0.1981
5586,25,0.9507836446706379,0.196
5590,25,0.953096986871783,0.1941
5594,25,0.9554103290729281,0.1923
5598,25,0.9577236712740733,0.1905
5602,25,0.9600370134752184,0.1887
5606,25,0.9623503556763635,0.1868
5610,25,0.9646636978775086,0.185
5614,25,0.9669770400786537,0.1833
5618,25,0.9692903822797988,0.1814
5622,25,0.9716037244809439,0.1797
5626,25,0.973917066682089,0.178
5630,25,0.9762304088832341,0.1762
5634,25,0.9785437510843792,0.1746
5638,25,0.9808570932855243,0.1728
5642,25,0.9831704354866694,0.171
5646,25,0.9854837776878145,0.1693
5650,25,0.9877971198889596,0.1673
5654,25,0.9901104620901048,0.1657
5658,25,0.9924238042912499,0.1641
5662,25,0.994737146492395,0.1621
5666,25,0.9970504886935401,0.1606
5670,25,0.9993638308946852,0.1589
5674,25,1.0005205019952577,0.158
5678,25,1.0016771730958303,0.1574
5682,25,1.0039905152969752,0.1557
5686,25,1.0063038574981205,0.1541
5690,25,1.0086171996992657,0.1525
5694,25,1.0109305419004107,0.1506
5698,25,1.0120872130009833,0.1501
5702,25,1.0132438841015559,0.149
5706,25,1.0155572263027008,0.1476
5710,25,1.017870568503846,0.1462
5714,25,1.020183910704991,0.1446
5718,25,1.0224972529061362,0.1428
5726,25,1.0248105951072812,0.1414
5734,25,1.0294372795095714,0.1383
5902,32,0.7171360823549824,0.4549
5906,32,0.7287027933607079,0.4403
5910,32,0.7402695043664335,0.4253
5918,32,0.7634029263778845,0.3977
5922,32,0.77496963738361,0.3847
5926,32,0.7865363483893355,0.3706
5930,32,0.7981030593950611,0.356
5934,32,0.8096697704007866,0.343
5938,32,0.8212364814065121,0.3273
5942,32,0.8328031924122377,0.3131
5946,32,0.8443699034179631,0.299
5950,32,0.8559366144236886,0.2855
5954,32,0.8675033254294142,0.2726
5958,32,0.8790700364351397,0.2586
5962,32,0.8906367474408652,0.2465
5966,32,0.9022034584465908,0.2347
5970,32,0.9137701694523163,0.2239
5974,32,0.9253368804580419,0.2135
5978,32,0.9345902492626222,0.206
5982,32,0.9369035914637673,0.2039
5986,32,0.9392169336649124,0.2023
5990,32,0.9438436180672026,0.1985
5994,32,0.9461569602683477,0.1965
5998,32,0.9484703024694928,0.1948
6002,32,0.9507836446706379,0.193
6006,32,0.953096986871783,0.1911
6010,32,0.9542536579723556,0.1904
6014,32,0.9554103290729281,0.1894
6018,32,0.9577236712740733,0.1877
6022,32,0.9600370134752184,0.186
6026,32,0.9623503556763635,0.1844
6030,32,0.9646636978775086,0.1826
6034,32,0.9658203689780811,0.1817
6038,32,0.9669770400786537,0.1809
6042,32,0.9692903822797988,0.1793
6046,32,0.9716037244809439,0.1775
6050,32,0.973917066682089,0.1757
6054,32,0.9762304088832341,0.1743
6058,32,0.9773870799838067,0.1733
6062,32,0.9785437510843792,0.1724
6066,32,0.9808570932855243,0.1709
6070,32,0.9831704354866694,0.1691
6074,32,0.9854837776878145,0.1675
6078,32,0.9877971198889596,0.1658
6082,32,0.9889537909895322,0.1652
6086,32,0.9901104620901048,0.1642
6090,32,0.9924238042912499,0.1626
6094,32,0.994737146492395,0.161
6098,32,0.9970504886935401,0.1593
6102,32,0.9993638308946852,0.1578
6106,32,1.0005205019952577,0.157
6110,32,1.0016771730958303,0.1563
6114,32,1.0039905152969752,0.1545
6118,32,1.0063038574981205,0.1532
6122,32,1.0086171996992657,0.1514
6126,32,1.0109305419004107,0.1499
6130,32,1.0132438841015559,0.1483
6134,32,1.0155572263027008,0.1468
6138,32,1.017870568503846,0.1454
6150,32,1.0248105951072812,0.1409
6158,32,1.0294372795095714,0.1383
6186,32,1.0456306749175872,0.134
6194,32,1.0525707015210226,0.1595
6206,32,1.064137412526748,0.1843
6230,32,1.0988375455439245,0.2125
6358,39,0.7055693713492569,0.441
6362,39,0.7171360823549824,0.4306
6366,39,0.7287027933607079,0.4161
6370,39,0.7402695043664335,0.404
6374,39,0.751836215372159,0.3914
6378,39,0.7634029263778845,0.3781
6382,39,0.77496963738361,0.3668
6386,39,0.7865363483893355,0.3523
6390,39,0.7981030593950611,0.3396
6394,39,0.8096697704007866,0.3258
6398,39,0.8212364814065121,0.3132
6402,39,0.8328031924122377,0.2998
6406,39,0.8443699034179631,0.2869
6410,39,0.8559366144236886,0.2748
6414,39,0.8675033254294142,0.2628
6418,39,0.8790700364351397,0.2518
6422,39,0.8836967208374299,0.2467
6426,39,0.8883234052397201,0.2426
6430,39,0.8906367474408652,0.2404
6434,39,0.8929500896420104,0.2381
6438,39,0.8975767740443006,0.2339
6442,39,0.9022034584465908,0.2303
6446,39,0.9045168006477359,0.2281
6450,39,0.906830142848881,0.2261
6454,39,0.9091434850500261,0.2242
6458,39,0.9114568272511712,0.2223
6462,39,0.9137701694523163,0.2207
6466,39,0.9160835116534614,0.2187
6470,39,0.9183968538546065,0.2168
6474,39,0.9207101960557516,0.215
6478,39,0.9230235382568966,0.213
6482,39,0.9253368804580419,0.2114
6486,39,0.927650222659187,0.2094
6490,39,0.929963564860332,0.2076
6494,39,0.9322769070614771,0.2058
6498,39,0.9345902492626222,0.2041
6502,39,0.9369035914637673,0.2025
6506,39,0.9392169336649124,0.2007
6510,39,0.9415302758660575,0.1989
6514,39,0.9438436180672026,0.1973
6518,39,0.9461569602683477,0.1956
6522,39,0.9484703024694928,0.1939
6526,39,0.9507836446706379,0.1921
6530,39,0.953096986871783,0.1905
6534,39,0.9554103290729281,0.189
6538,39,0.9577236712740733,0.1873
6542,39,0.9600370134752184,0.1857
6546,39,0.9623503556763635,0.184
6550,39,0.9646636978775086,0.1825
6554,39,0.9669770400786537,0.1806
6558,39,0.9692903822797988,0.1791
6562,39,0.9716037244809439,0.1775
6566,39,0.973917066682089,0.1759
6570,39,0.9762304088832341,0.1743
6574,39,0.9785437510843792,0.1727
6578,39,0.9808570932855243,0.1711
6582,39,0.9831704354866694,0.1696
6586,39,0.9854837776878145,0.168
6590,39,0.9877971198889596,0.1663
6594,39,0.9901104620901048,0.1648
6598,39,0.9924238042912499,0.1632
6602,39,0.994737146492395,0.1617
6606,39,0.9970504886935401,0.1601
6610,39,0.9993638308946852,0.1586
6614,39,1.0016771730958303,0.1569
6618,39,1.0039905152969752,0.1555
6622,39,1.0063038574981205,0.1539
6626,39,1.0086171996992657,0.1524
6630,39,1.0109305419004107,0.1509
6634,39,1.0132438841015559,0.1494
6638,39,1.0155572263027008,0.1481
6642,39,1.017870568503846,0.1466
6646,39,1.020183910704991,0.1452
6650,39,1.0224972529061362,0.1436
6654,39,1.0248105951072812,0.1424
6658,39,1.0271239373084264,0.1409
6662,39,1.0294372795095714,0.1396
6666,39,1.0317506217107166,0.1383
6670,39,1.0340639639118616,0.137
6674,39,1.0363773061130068,0.1358
6678,39,1.038690648314152,0.1347
6682,39,1.041003990515297,0.1336
6686,39,1.0433173327164422,0.1324
6690,39,1.0456306749175872,0.1314
6698,39,1.0502573593198774,0.1344
6702,39,1.0525707015210226,0.129
6710,39,1.0571973859233128,0.1599
6722,39,1.064137412526748,0.1521
6726,39,1.0687640969290382,0.2031
6730,39,1.0733907813313286,0.1617
6734,39,1.0757041235324736,0.1686
6742,39,1.082644150135909,0.1819
6746,39,1.0872708345381992,0.2116
6806,39,1.1451043895668267,0.301
6814,39,1.1566711005725523,0.3176
6818,39,1.1682378115782779,0.2916
6822,39,1.1798045225840033,0.3498
6866,46,0.7055693713492569,0.4181
6870,46,0.7171360823549824,0.4072
6874,46,0.7287027933607079,0.3956
6878,46,0.7402695043664335,0.3834
6882,46,0.751836215372159,0.3709
6886,46,0.7634029263778845,0.3602
6890,46,0.77496963738361,0.3464
6894,46,0.7865363483893355,0.3342
6898,46,0.7981030593950611,0.3228
6902,46,0.8096697704007866,0.3105
6906,46,0.8212364814065121,0.2979
6910,46,0.8328031924122377,0.2862
6914,46,0.8443699034179631,0.2749
6918,46,0.8559366144236886,0.2637
6922,46,0.8675033254294142,0.253
6926,46,0.8790700364351397,0.2425
6930,46,0.8906367474408652,0.233
6934,46,0.9022034584465908,0.2239
6938,46,0.9137701694523163,0.215
6942,46,0.9253368804580419,0.2064
6946,46,0.9345902492626222,0.1996
6950,46,0.9369035914637673,0.1981
6954,46,0.9392169336649124,0.1964
6958,46,0.9438436180672026,0.1932
6962,46,0.9461569602683477,0.1916
6966,46,0.9484703024694928,0.19
6970,46,0.9507836446706379,0.1884
6974,46,0.953096986871783,0.1867
6978,46,0.9542536579723556,0.1861
6982,46,0.9554103290729281,0.1852
6986,46,0.9577236712740733,0.1837
6990,46,0.9600370134752184,0.182
6994,46,0.9623503556763635,0.1806
6998,46,0.9646636978775086,0.179
7002,46,0.9658203689780811,0.1782
7006,46,0.9669770400786537,0.1775
7010,46,0.9692903822797988,0.1759
7014,46,0.9716037244809439,0.1743
7018,46,0.973917066682089,0.1729
7022,46,0.9762304088832341,0.1714
7026,46,0.9773870799838067,0.1707
7030,46,0.9785437510843792,0.1698
7034,46,0.9808570932855243,0.1684
7038,46,0.9831704354866694,0.1668
7042,46,0.9854837776878145,0.1654
7046,46,0.9877971198889596,0.1639
7050,46,0.9889537909895322,0.1631
7054,46,0.9901104620901048,0.1624
7058,46,0.9924238042912499,0.1609
7062,46,0.994737146492395,0.1594
7066,46,0.9970504886935401,0.1579
7070,46,0.9993638308946852,0.1565
7074,46,1.0005205019952577,0.1557
7078,46,1.0016771730958303,0.155
7082,46,1.0039905152969752,0.1535
7086,46,1.0063038574981205,0.1523
7090,46,1.0086171996992657,0.1509
7094,46,1.0109305419004107,0.1495
7098,46,1.0132438841015559,0.1482
7106,46,1.017870568503846,0.1452
7110,46,1.020183910704991,0.144
7126,46,1.0294372795095714,0.1388
7130,46,1.0317506217107166,0.1376
7158,46,1.1104042565496501,0.2687
7330,67,0.7055693713492569,0.383
7334,67,0.7171360823549824,0.3722
7338,67,0.7287027933607079,0.3624
7342,67,0.7402695043664335,0.3508
7346,67,0.751836215372159,0.3402
7350,67,0.7634029263778845,0.3299
7354,67,0.77496963738361,0.3195
7358,67,0.7865363483893355,0.3092
7362,67,0.7981030593950611,0.2988
7366,67,0.8004164015962062,0.297
7374,67,0.8050430859984964,0.2929
7378,67,0.8073564281996415,0.2911
7382,67,0.8096697704007866,0.289
7386,67,0.8119831126019317,0.287
7390,67,0.8142964548030768,0.2852
7394,67,0.8166097970042219,0.2833
7398,67,0.818923139205367,0.2815
7402,67,0.8212364814065121,0.2795
7406,67,0.8235498236076572,0.2776
7410,67,0.8258631658088023,0.2756
7414,67,0.8281765080099475,0.2738
7418,67,0.8304898502110926,0.2721
7422,67,0.8328031924122377,0.27
7426,67,0.8351165346133828,0.2687
7430,67,0.8374298768145279,0.2666
7434,67,0.839743219015673,0.2647
7438,67,0.842056561216818,0.263
7442,67,0.8443699034179631,0.2612
7446,67,0.8466832456191082,0.2594
7450,67,0.8489965878202533,0.2576
7454,67,0.8513099300213984,0.2559
7458,67,0.8536232722225435,0.2543
7462,67,0.8559366144236886,0.2525
7466,67,0.8582499566248337,0.2507
7470,67,0.8605632988259789,0.2491
7474,67,0.862876641027124,0.2475
7478,67,0.8651899832282691,0.2457
7482,67,0.8675033254294142,0.244
7486,67,0.8698166676305593,0.2423
7494,67,0.8744433520328495,0.2391
7498,67,0.8767566942339946,0.2374
7502,67,0.8790700364351397,0.2356
7506,67,0.8813833786362848,0.2342
7510,67,0.8836967208374299,0.2327
7514,67,0.886010063038575,0.231
7518,67,0.8883234052397201,0.2294
7522,67,0.8906367474408652,0.2279
7526,67,0.8929500896420104,0.2264
7530,67,0.8952634318431555,0.2247
7534,67,0.8975767740443006,0.2231
7538,67,0.8998901162454457,0.2216
7542,67,0.9022034584465908,0.2201
7546,67,0.9045168006477359,0.2186
7550,67,0.906830142848881,0.217
7554,67,0.9091434850500261,0.2156
7558,67,0.9114568272511712,0.214
7562,67,0.9137701694523163,0.2126
7566,67,0.9160835116534614,0.211
7570,67,0.9183968538546065,0.2096
7574,67,0.9207101960557516,0.208
7578,67,0.9230235382568966,0.2065
7582,67,0.9253368804580419,0.2049
7586,67,0.927650222659187,0.2035
7590,67,0.929963564860332,0.202
7594,67,0.9322769070614771,0.2006
7598,67,0.9345902492626222,0.1992
7602,67,0.9369035914637673,0.1976
7606,67,0.9392169336649124,0.1962
7610,67,0.9415302758660575,0.1947
7614,67,0.9438436180672026,0.1933
7618,67,0.9461569602683477,0.1918
7622,67,0.9484703024694928,0.1903
7626,67,0.9507836446706379,0.1889
7630,67,0.953096986871783,0.1873
7634,67,0.9554103290729281,0.1859
7638,67,0.9577236712740733,0.1845
7642,67,0.9600370134752184,0.183
7646,67,0.9623503556763635,0.1816
7650,67,0.9646636978775086,0.1802
7654,67,0.9669770400786537,0.1786
7658,67,0.9692903822797988,0.1773
7662,67,0.9716037244809439,0.1758
7666,67,0.973917066682089,0.1744
7670,67,0.9762304088832341,0.173
7674,67,0.9785437510843792,0.1715
7678,67,0.9808570932855243,0.1701
7682,67,0.9831704354866694,0.1686
7686,67,0.9854837776878145,0.1671
7690,67,0.9877971198889596,0.1657
7694,67,0.9901104620901048,0.1643
7698,67,0.9924238042912499,0.1629
7702,67,0.994737146492395,0.1615
7706,67,0.9970504886935401,0.16
7710,67,0.9993638308946852,0.1586
7714,67,1.0016771730958303,0.1572
7718,67,1.0039905152969752,0.156
7722,67,1.0063038574981205,0.1545
7726,67,1.0086171996992657,0.1533
7730,67,1.0109305419004107,0.1519
7734,67,1.0132438841015559,0.1506
7738,67,1.0155572263027008,0.1494
7742,67,1.017870568503846,0.148
7750,67,1.0224972529061362,0.1456
7754,67,1.0248105951072812,0.1445
7758,67,1.0271239373084264,0.143
7762,67,1.0294372795095714,0.1419
7766,67,1.0317506217107166,0.1414
7770,67,1.0340639639118616,0.1398
7774,67,1.0363773061130068,0.1395
7778,67,1.038690648314152,0.1378
7782,67,1.041003990515297,0.1375
7786,67,1.0433173327164422,0.1352
7790,67,1.0456306749175872,0.1356
7798,67,1.0502573593198774,0.1334
7802,67,1.0525707015210226,0.1324
7814,67,1.0595107281244578,0.1297
7822,67,1.064137412526748,0.1269
7842,67,1.0757041235324736,0.1374
7862,67,1.0872708345381992,0.2003
7882,67,1.0988375455439245,0.1935
7902,67,1.1104042565496501,0.2354
7982,67,1.1566711005725523,0.2656
8202,81,0.7287027933607079,0.3441
8206,81,0.7402695043664335,0.3344
8210,81,0.751836215372159,0.3245
8230,81,0.7634029263778845,0.3149
8250,81,0.77496963738361,0.3053
8270,81,0.7865363483893355,0.2961
8278,81,0.7911630327916257,0.2924
8286,81,0.795789717193916,0.2889
8290,81,0.7981030593950611,0.2875
8294,81,0.8004164015962062,0.2857
8298,81,0.8027297437973513,0.2839
8310,81,0.8096697704007866,0.2782
8314,81,0.8119831126019317,0.2768
8318,81,0.8142964548030768,0.2749
8330,81,0.8212364814065121,0.27
8342,81,0.8281765080099475,0.265
8346,81,0.8304898502110926,0.2634
8350,81,0.8328031924122377,0.2617
8358,81,0.8374298768145279,0.2586
8370,81,0.8443699034179631,0.2539
8390,81,0.8559366144236886,0.2461
8410,81,0.8675033254294142,0.2386
8418,81,0.8721300098317044,0.2356
8422,81,0.8744433520328495,0.2342
8426,81,0.8767566942339946,0.2327
8430,81,0.8790700364351397,0.2311
8434,81,0.8813833786362848,0.2298
8438,81,0.8836967208374299,0.2283
8442,81,0.886010063038575,0.2269
8450,81,0.8906367474408652,0.224
8454,81,0.8929500896420104,0.2225
8458,81,0.8952634318431555,0.2211
8462,81,0.8975767740443006,0.2197
8466,81,0.8998901162454457,0.2183
8470,81,0.9022034584465908,0.2169
8474,81,0.9045168006477359,0.2155
8478,81,0.906830142848881,0.214
8486,81,0.9114568272511712,0.2112
8490,81,0.9137701694523163,0.2097
8498,81,0.9183968538546065,0.207
8502,81,0.9207101960557516,0.2056
8506,81,0.9230235382568966,0.2042
8510,81,0.9253368804580419,0.2029
8514,81,0.927650222659187,0.2014
8526,81,0.9345902492626222,0.1973
8530,81,0.9369035914637673,0.1959
8534,81,0.9392169336649124,0.1945
8538,81,0.9415302758660575,0.1931
8542,81,0.9438436180672026,0.1917
8546,81,0.9461569602683477,0.1903
8550,81,0.9484703024694928,0.189
8554,81,0.9507836446706379,0.1875
8558,81,0.953096986871783,0.1862
8562,81,0.9554103290729281,0.1849
8566,81,0.9577236712740733,0.1835
8570,81,0.9600370134752184,0.1821
8574,81,0.9623503556763635,0.1807
8578,81,0.9646636978775086,0.1794
8582,81,0.9669770400786537,0.178
8586,81,0.9692903822797988,0.1766
8590,81,0.9716037244809439,0.1753
8594,81,0.973917066682089,0.1739
8598,81,0.9762304088832341,0.1724
8602,81,0.9785437510843792,0.1712
8606,81,0.9808570932855243,0.1697
8610,81,0.9831704354866694,0.1685
8614,81,0.9854837776878145,0.167
8618,81,0.9877971198889596,0.1657
8622,81,0.9901104620901048,0.1643
8626,81,0.9924238042912499,0.163
8630,81,0.994737146492395,0.1617
8634,81,0.9970504886935401,0.1604
8638,81,0.9993638308946852,0.159
8642,81,1.0016771730958303,0.1577
8646,81,1.0039905152969752,0.1564
8650,81,1.0063038574981205,0.1551
8654,81,1.0086171996992657,0.1538
8662,81,1.0132438841015559,0.1512
8670,81,1.017870568503846,0.1489
8678,81,1.0224972529061362,0.1464
8682,81,1.0248105951072812,0.1453
8690,81,1.0294372795095714,0.1427
8710,81,1.041003990515297,0.1388
8718,81,1.0456306749175872,0.1351
8730,81,1.0525707015210226,0.1347
8742,81,1.0595107281244578,0.1325
8750,81,1.064137412526748,0.1323
8810,81,1.0988375455439245,0.1658
8830,81,1.1104042565496501,0.1835
9050,102,0.7055693713492569,0.3481
9054,102,0.7171360823549824,0.339
9058,102,0.7287027933607079,0.33
9062,102,0.7402695043664335,0.3211
9066,102,0.751836215372159,0.3123
9070,102,0.7634029263778845,0.3038
9074,102,0.77496963738361,0.2953
9078,102,0.7865363483893355,0.2873
9082,102,0.7981030593950611,0.2794
9086,102,0.8096697704007866,0.2715
9090,102,0.8212364814065121,0.2638
9094,102,0.8328031924122377,0.2566
9098,102,0.8443699034179631,0.2492
9102,102,0.8559366144236886,0.2421
9106,102,0.8675033254294142,0.235
9110,102,0.8790700364351397,0.2281
9114,102,0.8906367474408652,0.2214
9118,102,0.9022034584465908,0.2145
9122,102,0.9137701694523163,0.2079
9126,102,0.9253368804580419,0.2012
9130,102,0.927650222659187,0.1999
9134,102,0.929963564860332,0.1986
9138,102,0.9322769070614771,0.1973
9142,102,0.9345902492626222,0.1959
9146,102,0.9369035914637673,0.1947
9150,102,0.9392169336649124,0.1933
9154,102,0.9415302758660575,0.1918
9158,102,0.9438436180672026,0.1906
9162,102,0.9461569602683477,0.1893
9166,102,0.9484703024694928,0.1881
9170,102,0.9507836446706379,0.1867
9174,102,0.953096986871783,0.1854
9178,102,0.9554103290729281,0.1841
9182,102,0.9577236712740733,0.1828
9186,102,0.9600370134752184,0.1815
9190,102,0.9623503556763635,0.1802
9194,102,0.9646636978775086,0.1789
9198,102,0.9669770400786537,0.1776
9202,102,0.9692903822797988,0.1763
9206,102,0.9716037244809439,0.1751
9210,102,0.973917066682089,0.1738
9214,102,0.9762304088832341,0.1724
9218,102,0.9785437510843792,0.1713
9222,102,0.9808570932855243,0.1698
9226,102,0.9831704354866694,0.1686
9230,102,0.9854837776878145,0.1674
9234,102,0.9877971198889596,0.1661
9238,102,0.9901104620901048,0.1649
9242,102,0.9924238042912499,0.1635
9246,102,0.994737146492395,0.1623
9250,102,0.9970504886935401,0.161
9254,102,0.9993638308946852,0.1598
9258,102,1.0016771730958303,0.1586
9262,102,1.0039905152969752,0.1574
9266,102,1.0063038574981205,0.1562
9270,102,1.0086171996992657,0.155
9278,102,1.0132438841015559,0.1528
9282,102,1.0155572263027008,0.1514
9286,102,1.017870568503846,0.1504
9290,102,1.020183910704991,0.1491
9294,102,1.0224972529061362,0.148
9298,102,1.0248105951072812,0.1469
9302,102,1.0271239373084264,0.1459
9306,102,1.0294372795095714,0.1448
9318,102,1.0363773061130068,0.1414
9326,102,1.041003990515297,0.1398
9330,102,1.0525707015210226,0.1353
9334,102,1.064137412526748,0.1409
9338,102,1.0757041235324736,0.1369
9342,102,1.0872708345381992,0.1466
9346,102,1.0988375455439245,0.16
9350,102,1.1104042565496501,0.1725
9358,102,1.133537678561101,0.1961
9366,102,1.1566711005725523,0.219
9394,102,1.237638077612631,0.2923
9614,130,0.7055693713492569,0.3325
9618,130,0.7171360823549824,0.3246
9622,130,0.7287027933607079,0.3167
9626,130,0.7402695043664335,0.3091
9630,130,0.751836215372159,0.3015
9634,130,0.7634029263778845,0.2939
9638,130,0.77496963738361,0.2866
9642,130,0.7865363483893355,0.2796
9646,130,0.7981030593950611,0.2725
9650,130,0.8096697704007866,0.2655
9654,130,0.8212364814065121,0.2587
9658,130,0.8328031924122377,0.252
9662,130,0.8443699034179631,0.2455
9666,130,0.8559366144236886,0.2391
9670,130,0.8675033254294142,0.2326
9674,130,0.8790700364351397,0.2265
9678,130,0.8906367474408652,0.2202
9682,130,0.9022034584465908,0.2141
9686,130,0.9137701694523163,0.2081
9690,130,0.9253368804580419,0.202
9694,130,0.927650222659187,0.2009
9702,130,0.9322769070614771,0.1985
9706,130,0.9345902492626222,0.1973
9710,130,0.9369035914637673,0.1961
9714,130,0.9392169336649124,0.1949
9718,130,0.9415302758660575,0.1937
9726,130,0.9461569602683477,0.1914
9730,130,0.9484703024694928,0.1902
9734,130,0.9507836446706379,0.189
9738,130,0.953096986871783,0.1878
9742,130,0.9554103290729281,0.1867
9746,130,0.9577236712740733,0.1856
9750,130,0.9600370134752184,0.1843
9754,130,0.9623503556763635,0.1832
9758,130,0.9646636978775086,0.182
9762,130,0.9669770400786537,0.1808
9766,130,0.9692903822797988,0.1796
9770,130,0.9716037244809439,0.1785
9774,130,0.973917066682089,0.1773
9778,130,0.9762304088832341,0.1761
9782,130,0.9785437510843792,0.175
9786,130,0.9808570932855243,0.1739
9790,130,0.9831704354866694,0.1727
9794,130,0.9854837776878145,0.1715
9798,130,0.9877971198889596,0.1703
9802,130,0.9901104620901048,0.1692
9806,130,0.9924238042912499,0.1681
9810,130,0.994737146492395,0.167
9814,130,0.9970504886935401,0.1658
9818,130,0.9993638308946852,0.1645
9822,130,1.0016771730958303,0.1635
9830,130,1.0063038574981205,0.1613
9834,130,1.0086171996992657,0.1602
9838,130,1.0109305419004107,0.1591
9842,130,1.0132438841015559,0.158
9850,130,1.017870568503846,0.1558
9854,130,1.020183910704991,0.1548
9862,130,1.0248105951072812,0.1527
9874,130,1.0317506217107166,0.1495
9890,130,1.041003990515297,0.1453
9894,130,1.0525707015210226,0.1424
10062,158,0.7055693713492569,0.3221
10070,158,0.7287027933607079,0.3077
10074,158,0.7402695043664335,0.3006
10078,158,0.751836215372159,0.2937
10082,158,0.7634029263778845,0.2868
10086,158,0.77496963738361,0.2799
10090,158,0.7865363483893355,0.2733
10094,158,0.7981030593950611,0.2667
10098,158,0.8096697704007866,0.2603
10102,158,0.8212364814065121,0.254
10106,158,0.8328031924122377,0.2479
10110,158,0.8443699034179631,0.2415
10114,158,0.8559366144236886,0.2355
10118,158,0.8675033254294142,0.2297
10122,158,0.8790700364351397,0.2243
10126,158,0.8906367474408652,0.2183
10130,158,0.9022034584465908,0.2132
10134,158,0.9137701694523163,0.2075
10138,158,0.9253368804580419,0.2021
10142,158,0.927650222659187,0.2009
10146,158,0.929963564860332,0.1993
10150,158,0.9322769070614771,0.1988
10154,158,0.9345902492626222,0.1977
10158,158,0.9369035914637673,0.1969
